3,0,500,630,1100
21,0,0,630,600
36,0,0,630,600
52,0,60,630,660
68,0,60,630,660
83,0,60,630,660
98,0,60,630,660
113,0,380,630,980
128,0,460,630,1060
144,0,460,630,1060
159,0,620,630,1220
175,0,700,630,1300
190,0,780,630,1380
206,0,840,631,1440
222,0,934,633,1534
237,0,985,635,1585
254,0,999,636,1599
270,0,1000,636,1627
285,0,1000,636,1627
300,0,944,637,1571
320,0,865,637,1503
331,0,785,637,1423
347,0,705,637,1345
363,0,620,637,1260
378,0,521,636,1161
394,0,440,636,1080
410,0,365,635,1005
427,0,285,634,906
442,0,205,633,826
458,0,125,637,765
473,0,40,637,680
489,0,40,637,680
504,0,0,637,640
523,0,0,637,640
536,0,0,637,640
551,0,40,637,680
567,0,120,637,760
583,0,200,637,840
598,0,280,637,920
615,0,360,637,1000
630,0,360,630,960
645,0,520,630,1120
661,0,600,630,1200
677,0,600,630,1200
693,0,780,630,1380
709,0,780,630,1380
725,0,940,630,1540
740,0,940,630,1540
756,0,1000,630,1600
771,0,1000,630,1600
787,0,1000,630,1600
802,0,940,630,1540
819,0,940,630,1540
834,0,780,630,1380
849,0,700,630,1300
865,0,700,630,1300
880,0,540,630,1140
896,0,540,630,1140
911,0,380,630,980
927,0,380,630,980
942,0,220,630,820
958,0,220,630,820
974,0,60,630,660
989,0,0,630,600
1006,0,0,630,600
1021,0,0,630,600
1036,0,0,630,600
1052,0,60,630,660
1067,0,140,630,740
1084,0,140,630,740
1099,0,300,630,900
1115,0,300,630,900
1130,0,460,630,1060
1146,0,460,630,1060
1162,0,460,630,1060
1176,0,460,630,1060
1193,0,780,630,1380
1208,0,860,630,1460
1225,0,860,630,1460
1241,0,1000,630,1600
1256,0,1000,630,1600
1273,0,1000,630,1600
1288,0,1000,630,1600
1304,0,1000,630,1600
1319,0,860,630,1460
1334,0,860,630,1460
1350,0,700,630,1300
1366,0,620,630,1220
1381,0,620,630,1220
1397,0,460,630,1060
1413,0,460,630,1060
1429,0,300,630,900
1443,0,220,630,820
1461,0,220,630,820
1476,0,60,630,660
1492,0,60,630,660
1507,0,0,630,600
1523,0,0,630,600
1538,0,0,630,600
1554,0,0,630,600
1569,0,140,630,740
1585,0,220,630,820
1600,0,220,630,820
1615,0,380,630,980
1631,0,380,630,980
1646,0,540,630,1140
1661,0,620,630,1220
1676,0,620,630,1220
1692,0,780,630,1380
1708,0,780,630,1380
1722,0,940,630,1540
1738,0,940,630,1540
1753,0,1000,630,1600
1769,0,1000,630,1600
1784,0,1000,630,1600
1799,0,940,630,1540
1815,0,860,630,1460
1831,0,780,630,1380
1847,0,700,630,1300
1862,0,620,630,1220
1878,0,540,630,1140
1894,0,460,630,1060
1909,0,380,630,980
1924,0,300,630,900
1940,0,220,630,820
1955,0,140,630,740
1970,0,60,630,660
1986,0,0,630,600
