ms,seg,mouseX,mouseY,L,T,R,B,W,H
2707,right-R2,2557,54,2050,-230,2560,160,510,390
2723,right-R2,2557,106,1893,0,2403,390,510,390
2738,right-R2,2557,157,1893,0,2403,390,510,390
2753,right-R2,2557,209,2560,14,3070,404,510,390
2768,right-R2,2557,260,2560,14,3070,404,510,390
2784,right-R2,2557,312,1893,0,2403,390,510,390
2800,right-R2,2557,363,1893,0,2403,390,510,390
2814,right-R2,2557,414,1893,0,2403,390,510,390
2830,right-R2,2557,466,1893,0,2403,390,510,390
2845,right-R2,2557,517,2560,322,3070,712,510,390
2861,right-R2,2557,569,2500,322,3010,712,510,390
2877,right-R2,2557,620,2050,0,2560,390,510,390
2891,right-R2,2557,671,2560,476,3070,866,510,390
2906,right-R2,2557,723,2445,476,2955,866,510,390
2922,right-R2,2557,774,2050,14,2560,404,510,390
2937,right-R2,2557,826,2050,14,2560,404,510,390
2953,right-R2,2557,877,2050,14,2560,404,510,390
2968,right-R2,2557,929,2050,14,2560,404,510,390
2983,right-R2,2557,980,2560,785,3070,1175,510,390
2998,right-R2,2557,1031,2445,785,2955,1175,510,390
3013,right-R2,2557,1083,2050,322,2560,712,510,390
3029,right-R2,2557,1134,2050,322,2560,712,510,390
3045,right-R2,2557,1186,2050,322,2560,712,510,390
3060,right-R2,2557,1237,2560,1042,3070,1432,510,390
3076,right-R2,2557,1288,2050,476,2560,866,510,390
3091,right-R2,2557,1340,2050,476,2560,866,510,390
3106,right-R2,2557,1391,2050,476,2560,866,510,390
3123,right-R2,2557,1443,2050,476,2560,866,510,390
3138,right-R2,2557,1494,2050,785,2560,1175,510,390
3153,right-R2,2557,1546,2050,785,2560,1175,510,390
3168,right-R2,2557,1597,2050,785,2560,1175,510,390
3184,bottom-R2,2506,1597,2050,785,2560,1175,510,390
3215,bottom-R2,2455,1597,2050,785,2560,1175,510,390
3246,bottom-R2,2404,1597,2050,1042,2560,1432,510,390
3262,bottom-R2,2353,1597,2050,1042,2560,1432,510,390
3277,bottom-R2,2302,1597,2050,1042,2560,1432,510,390
3293,bottom-R2,2251,1597,1996,1138,2506,1528,510,390
3309,bottom-R2,2199,1597,1996,1138,2506,1528,510,390
3324,bottom-R2,2148,1597,1893,1138,2403,1528,510,390
3341,bottom-R2,2097,1597,1842,1138,2352,1528,510,390
3355,bottom-R2,2046,1597,1791,1138,2301,1528,510,390
3371,bottom-R2,1995,1597,1740,1138,2250,1528,510,390
3402,bottom-R2,1944,1597,1689,1138,2199,1528,510,390
3418,bottom-R2,1893,1597,1638,1138,2148,1528,510,390
3434,bottom-R2,1842,1597,1587,1138,2097,1528,510,390
3466,bottom-R2,1791,1597,1587,1138,2097,1528,510,390
3481,bottom-R2,1740,1597,1485,1138,1995,1528,510,390
3511,bottom-R2,1689,1597,1434,1138,1944,1528,510,390
3526,bottom-R2,1638,1597,1383,1138,1893,1528,510,390
3558,bottom-R2,1586,1597,1331,1138,1841,1528,510,390
3573,bottom-R2,1535,1597,1331,1138,1841,1528,510,390
3605,bottom-R2,1484,1597,1229,1138,1739,1528,510,390
3636,bottom-R2,1433,1597,1178,1138,1688,1528,510,390
3667,bottom-R2,1382,1597,1127,1138,1637,1528,510,390
3699,bottom-R2,1331,1597,1076,1138,1586,1528,510,390
3729,bottom-R2,1280,1597,1025,1138,1535,1528,510,390
3744,bottom-R2,1229,1597,974,1138,1484,1528,510,390
3759,bottom-R2,1178,1597,974,1138,1484,1528,510,390
3775,bottom-R2,1127,1597,872,1138,1382,1528,510,390
3790,bottom-R2,1076,1597,821,1138,1331,1528,510,390
3806,bottom-R2,1025,1597,821,1138,1331,1528,510,390
3822,bottom-R2,974,1597,719,1138,1229,1528,510,390
3837,bottom-R2,922,1597,719,1138,1229,1528,510,390
3852,bottom-R2,871,1597,616,1138,1126,1528,510,390
3868,bottom-R2,820,1597,565,1138,1075,1528,510,390
3883,bottom-R2,769,1597,514,1138,1024,1528,510,390
3899,bottom-R2,718,1597,463,1138,973,1528,510,390
3914,bottom-R2,667,1597,412,1138,922,1528,510,390
3930,bottom-R2,616,1597,361,1138,871,1528,510,390
3947,bottom-R2,565,1597,310,1138,820,1528,510,390
3962,bottom-R2,514,1597,259,1138,769,1528,510,390
3977,bottom-R2,463,1597,208,1138,718,1528,510,390
3992,bottom-R2,412,1597,157,1138,667,1528,510,390
4008,bottom-R2,361,1597,106,1138,616,1528,510,390
4022,bottom-R2,309,1597,54,1138,564,1528,510,390
4038,bottom-R2,258,1597,3,1138,513,1528,510,390
4054,bottom-R2,207,1597,0,1138,510,1528,510,390
4069,bottom-R2,156,1597,0,1138,510,1528,510,390
4085,bottom-R2,105,1597,0,1138,510,1528,510,390
4101,bottom-R2,54,1597,0,1138,510,1528,510,390
4116,bottom-R2,3,1597,0,0,510,390,510,390
4133,left-R2,3,1546,0,0,510,390,510,390
4148,left-R2,3,1494,0,0,510,390,510,390
4163,left-R2,3,1443,0,0,510,390,510,390
4179,left-R2,3,1391,0,689,510,1079,510,390
4195,left-R2,3,1340,-510,1138,0,1528,510,390
4210,left-R2,3,1288,-510,1138,0,1528,510,390
4226,left-R2,3,1237,-510,1042,0,1432,510,390
4241,left-R2,3,1186,-510,1042,0,1432,510,390
4256,left-R2,3,1134,-176,1042,334,1432,510,390
4271,left-R2,3,1083,-176,1042,334,1432,510,390
4287,left-R2,3,1031,-510,836,0,1226,510,390
4303,left-R2,3,980,-510,836,0,1226,510,390
4319,left-R2,3,929,-510,836,0,1226,510,390
4334,left-R2,3,877,-510,836,0,1226,510,390
4349,left-R2,3,826,0,836,510,1226,510,390
4364,left-R2,3,774,0,1138,510,1528,510,390
4379,left-R2,3,723,0,1138,510,1528,510,390
4395,left-R2,3,671,-451,476,59,866,510,390
4410,left-R2,3,620,-451,476,59,866,510,390
4426,left-R2,3,569,0,374,510,764,510,390
4441,left-R2,3,517,0,322,510,712,510,390
4456,left-R2,3,466,0,322,510,712,510,390
4472,left-R2,3,414,0,219,510,609,510,390
4488,left-R2,3,363,0,168,510,558,510,390
4505,left-R2,3,312,0,168,510,558,510,390
4520,left-R2,3,260,0,65,510,455,510,390
4536,left-R2,3,209,0,14,510,404,510,390
4551,left-R2,3,157,0,0,510,390,510,390
4566,left-R2,3,106,0,0,510,390,510,390
4581,left-R2,3,54,0,0,510,390,510,390
4596,left-R2,3,3,0,0,510,390,510,390
