3,0,538,630,1138
22,0,0,630,600
37,0,17,630,617
52,0,62,630,662
67,0,62,631,662
84,0,62,633,662
100,0,62,635,662
114,0,62,635,662
131,0,62,636,662
145,0,62,637,662
159,0,62,637,694
176,0,62,637,701
192,0,62,637,702
207,0,62,637,702
224,0,62,637,702
239,0,62,637,702
256,0,62,637,702
271,0,62,637,702
286,0,62,637,702
303,0,62,637,702
317,-637,860,0,1500
333,-382,860,255,1500
348,-95,725,542,1365
364,-95,725,542,1365
379,-95,725,540,1365
394,-95,725,538,1365
410,-95,725,537,1365
426,-95,725,536,1365
441,-95,725,535,1365
456,-95,725,535,1335
472,0,860,630,1460
487,0,860,630,1460
505,0,860,630,1460
520,0,860,630,1460
534,0,860,630,1460
550,0,860,630,1460
565,0,860,630,1460
581,0,860,630,1460
596,0,860,630,1460
612,-630,380,0,980
628,-630,380,0,980
644,-288,380,342,980
660,-63,380,567,980
675,-2,380,628,980
690,0,380,630,980
706,-630,860,0,1460
722,-630,860,0,1460
739,-288,860,342,1460
752,-132,860,498,1460
769,-132,860,498,1460
784,0,380,630,980
800,0,380,630,980
815,0,380,630,980
831,0,380,630,980
847,0,380,630,980
863,0,620,630,1220
879,0,620,630,1220
894,0,460,630,1060
910,0,380,630,980
925,0,300,630,900
940,0,220,630,820
955,0,140,630,740
971,0,60,630,660
988,0,0,630,600
1003,0,0,630,600
1019,0,0,630,600
1034,0,0,630,600
1050,0,60,630,660
1065,0,140,630,740
1081,0,220,630,820
1096,0,300,630,900
1112,0,380,630,980
1127,0,460,630,1060
1143,0,540,630,1140
1160,0,620,630,1220
1175,0,700,630,1300
1191,0,780,630,1380
1207,0,860,630,1460
1223,0,940,630,1540
1239,0,1000,630,1600
1254,0,1000,630,1600
1270,0,1000,630,1600
1285,0,1000,630,1600
1301,0,940,630,1540
1316,0,860,630,1460
1332,0,780,630,1380
1348,0,700,630,1300
1363,0,620,630,1220
1378,0,540,630,1140
1393,0,460,630,1060
1409,0,380,630,980
1424,0,300,630,900
1440,0,220,630,820
1455,0,140,630,740
1472,0,60,630,660
1487,0,0,630,600
1502,0,0,630,600
1518,0,0,630,600
1533,0,0,630,600
1549,0,60,630,660
1564,0,60,630,660
1580,0,60,630,660
1596,0,60,630,660
1611,0,380,630,980
1627,0,380,630,980
1642,0,540,630,1140
1658,0,620,630,1220
1674,0,700,630,1300
1689,0,780,630,1380
1705,0,860,630,1460
1720,0,940,630,1540
1737,0,1000,630,1600
1752,0,1000,630,1600
1768,0,1000,630,1600
1782,0,1000,630,1600
1797,0,940,630,1540
1813,0,860,630,1460
1828,0,780,630,1380
1844,0,700,630,1300
1860,0,620,630,1220
1874,0,540,630,1140
1890,0,460,630,1060
1906,0,380,630,980
1921,0,300,630,900
1936,0,220,630,820
1952,0,140,630,740
1969,0,60,630,660
1984,0,0,630,600
